outcome,organic___0___molarity,organic___0___molarity_max,organic___0____feat__accsitecount_std,organic___0____feat__aliphaticatomcount_std,organic___0____feat__aliphaticringcount_std,organic___0____feat__aromaticatomcount_std,organic___0____feat__aromaticringcount_std,organic___0____feat__asa+_std,organic___0____feat__asa-_std,organic___0____feat__asa_std,organic___0____feat__asah_std,organic___0____feat__asap_std,organic___0____feat__asavdwp_std,organic___0____feat__atomcount_c_std,organic___0____feat__atomcount_n_std,organic___0____feat__avgpol_std,organic___0____feat__balabanindex_std,organic___0____feat__bondcount_std,organic___0____feat__carboaliphaticringcount_std,organic___0____feat__carboaromaticringcount_std,organic___0____feat__carboringcount_std,organic___0____feat__chainatomcount_std,organic___0____feat__cyclomaticnumber_std,organic___0____feat__donsitecount_std,organic___0____feat__fr_amidine,organic___0____feat__fr_halogen,organic___0____feat__fr_nh0,organic___0____feat__fr_nh1,organic___0____feat__fr_nh2,organic___0____feat__fr_piperzine,organic___0____feat__fr_pyridine,organic___0____feat__fr_quatn,organic___0____feat__hacceptorcount_std,organic___0____feat__hdonorcount_std,organic___0____feat__heteroaliphaticringcount_std,organic___0____feat__heteroaromaticringcount_std,organic___0____feat__hyperwienerindex_std,organic___0____feat__largestringsize_std,organic___0____feat__maximalprojectionarea_std,organic___0____feat__maximalprojectionradius_std,organic___0____feat__maximalprojectionsize_std,organic___0____feat__minimalprojectionarea_std,organic___0____feat__minimalprojectionradius_std,organic___0____feat__minimalprojectionsize_std,organic___0____feat__molpol_std,organic___0____feat__organoammoniummolecularweight_std,organic___0____feat__protpsa_std,organic___0____feat__refractivity_std,organic___0____feat__ringatomcount_std,organic___0____feat__rotatablebondcount_std,organic___0____feat__saltmolecularweight,organic___0____feat__smallestringsize_std,organic___0____feat__vanderwaalsvolume_std,organic___0____feat__wienerindex_std,organic___0____feat__wienerpolarity_std,inorganic___0___molarity,inorganic___0___molarity_max,inorganic___0____feat__fr_halogen,inorganic___0____feat__inorganicmolecularweight,solvent___0___molarity,solvent___0___molarity_max,solvent___0____feat__asavdwp,solvent___0____feat__avgpol,solvent___0____feat__hacceptorcount,solvent___0____feat__hansentriple_volume_amount,solvent___0____feat__hansentriple_deltad_amount,solvent___0____feat__hansentriple_deltah_amount,solvent___0____feat__hansentriple_deltap_amount,solvent___0____feat__hansentriple_deltat_amount,solvent___0____feat__maximalprojectionsize,solvent___0____feat__minimalprojectionsize,solvent___0____feat__refractivity,solvent___0____feat__solventmolecularweight,solvent___0____feat__vanderwaalsvolume,acid___0___molarity,acid___0___molarity_max,acid___0____feat__asavdwp,acid___0____feat__avgpol,acid___0____feat__hacceptorcount,acid___0____feat__hansentriple_volume_amount,acid___0____feat__hansentriple_deltad_amount,acid___0____feat__hansentriple_deltah_amount,acid___0____feat__hansentriple_deltap_amount,acid___0____feat__hansentriple_deltat_amount,acid___0____feat__hdonorcount,acid___0____feat__maximalprojectionsize,acid___0____feat__minimalprojectionsize,acid___0____feat__refractivity,acid___0____feat__solventmolecularweight,acid___0____feat__vanderwaalsvolume,alpha_vial_volume,beta_vial_volume,reaction_time,reaction_temperature
4,1.5114400195267066,11.869410404624277,0.0,3.0,0.0,0.0,0.0,154.04,61.53,215.57,164.65,50.92,112.02,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.85,3.3,5.17,17.09,2.59,6.59,5.88,46.092,27.64,25.96,0.0,0.0,172.997,0.0,59.49,4.0,0.0,0.3397446381793629,13.36196611787163,2.0,461.0,6.850649081557919,13.009641073295388,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,8.498710670734585,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.000736,0.001,21600.0,85.0
4,1.510699384422257,11.869410404624277,0.0,3.0,0.0,0.0,0.0,154.04,61.53,215.57,164.65,50.92,112.02,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.85,3.3,5.17,17.09,2.59,6.59,5.88,46.092,27.64,25.96,0.0,0.0,172.997,0.0,59.49,4.0,0.0,0.704510327320537,13.36196611787163,2.0,461.0,8.099366304156657,13.009641073295388,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,5.232821500668312,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.0006230000000000001,0.001,21600.0,85.0
4,0.40616806480670553,11.869410404624277,0.0,3.0,0.0,0.0,0.0,154.04,61.53,215.57,164.65,50.92,112.02,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.85,3.3,5.17,17.09,2.59,6.59,5.88,46.092,27.64,25.96,0.0,0.0,172.997,0.0,59.49,4.0,0.0,0.10641936161067593,13.36196611787163,2.0,461.0,8.82414047774715,13.009641073295388,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,7.409025939103741,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.000694,0.001,21600.0,85.0
4,0.891996157082709,11.869410404624277,0.0,3.0,0.0,0.0,0.0,154.04,61.53,215.57,164.65,50.92,112.02,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.85,3.3,5.17,17.09,2.59,6.59,5.88,46.092,27.64,25.96,0.0,0.0,172.997,0.0,59.49,4.0,0.0,0.253969772599556,13.36196611787163,2.0,461.0,8.440450806449029,13.009641073295388,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,6.813180498925211,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.0006730000000000001,0.001,21600.0,85.0
1,2.842316344579262,11.869410404624277,0.0,3.0,0.0,0.0,0.0,154.04,61.53,215.57,164.65,50.92,112.02,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.85,3.3,5.17,17.09,2.59,6.59,5.88,46.092,27.64,25.96,0.0,0.0,172.997,0.0,59.49,4.0,0.0,0.12368516719653393,13.36196611787163,2.0,461.0,8.31806898938552,13.009641073295388,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,2.9658624829200506,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.000563,0.001,21600.0,85.0
4,1.2140041126236993,11.869410404624277,0.0,3.0,0.0,0.0,0.0,154.04,61.53,215.57,164.65,50.92,112.02,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.85,3.3,5.17,17.09,2.59,6.59,5.88,46.092,27.64,25.96,0.0,0.0,172.997,0.0,59.49,4.0,0.0,0.3952629453704916,13.36196611787163,2.0,461.0,7.878662852185113,13.009641073295388,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,6.95839637737861,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.000678,0.001,21600.0,85.0
4,1.5666920708653733,11.869410404624277,0.0,3.0,0.0,0.0,0.0,154.04,61.53,215.57,164.65,50.92,112.02,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.85,3.3,5.17,17.09,2.59,6.59,5.88,46.092,27.64,25.96,0.0,0.0,172.997,0.0,59.49,4.0,0.0,0.6130823531246707,13.36196611787163,2.0,461.0,6.47618548970116,13.009641073295388,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,8.596039010985782,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.0007400000000000001,0.001,21600.0,85.0
1,0.3253806655194775,11.869410404624277,0.0,3.0,0.0,0.0,0.0,154.04,61.53,215.57,164.65,50.92,112.02,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.85,3.3,5.17,17.09,2.59,6.59,5.88,46.092,27.64,25.96,0.0,0.0,172.997,0.0,59.49,4.0,0.0,0.004260048276743337,13.36196611787163,2.0,461.0,8.394019604255474,13.009641073295388,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,8.668347549099728,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.0007430000000000001,0.001,21600.0,85.0
4,1.5092008429285417,11.869410404624277,0.0,3.0,0.0,0.0,0.0,154.04,61.53,215.57,164.65,50.92,112.02,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.85,3.3,5.17,17.09,2.59,6.59,5.88,46.092,27.64,25.96,0.0,0.0,172.997,0.0,59.49,4.0,0.0,0.5874500367439511,13.36196611787163,2.0,461.0,6.783304745816331,13.009641073295388,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,8.149568840747602,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.000722,0.001,21600.0,85.0
4,1.2709520492981412,11.869410404624277,0.0,3.0,0.0,0.0,0.0,154.04,61.53,215.57,164.65,50.92,112.02,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.85,3.3,5.17,17.09,2.59,6.59,5.88,46.092,27.64,25.96,0.0,0.0,172.997,0.0,59.49,4.0,0.0,0.16386676164247263,13.36196611787163,2.0,461.0,7.309561752905978,13.009641073295388,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,8.449648700853194,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.000734,0.001,21600.0,85.0
4,1.4193854071634757,11.869410404624277,0.0,3.0,0.0,0.0,0.0,154.04,61.53,215.57,164.65,50.92,112.02,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.85,3.3,5.17,17.09,2.59,6.59,5.88,46.092,27.64,25.96,0.0,0.0,172.997,0.0,59.49,4.0,0.0,0.44304502078132013,13.36196611787163,2.0,461.0,6.767704490082752,13.009641073295388,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,8.668347549099728,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.0007430000000000001,0.001,21600.0,85.0
4,0.46868089669187446,11.869410404624277,0.0,3.0,0.0,0.0,0.0,154.04,61.53,215.57,164.65,50.92,112.02,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.85,3.3,5.17,17.09,2.59,6.59,5.88,46.092,27.64,25.96,0.0,0.0,172.997,0.0,59.49,4.0,0.0,0.10884511243536424,13.36196611787163,2.0,461.0,8.327803873469595,13.009641073295388,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,8.275806012525171,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.000727,0.001,21600.0,85.0
4,1.3489012734859043,11.869410404624277,0.0,3.0,0.0,0.0,0.0,154.04,61.53,215.57,164.65,50.92,112.02,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.85,3.3,5.17,17.09,2.59,6.59,5.88,46.092,27.64,25.96,0.0,0.0,172.997,0.0,59.49,4.0,0.0,0.645455785177492,13.36196611787163,2.0,461.0,7.458992996255892,13.009641073295388,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,7.015884781025162,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.00068,0.001,21600.0,85.0
1,1.97890642834661,11.869410404624277,0.0,3.0,0.0,0.0,0.0,154.04,61.53,215.57,164.65,50.92,112.02,2.0,1.0,6.09,1.63,10.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,22.85,3.3,5.17,17.09,2.59,6.59,5.88,46.092,27.64,25.96,0.0,0.0,172.997,0.0,59.49,4.0,0.0,0.11341650452199419,13.36196611787163,2.0,461.0,6.921159485329446,13.009641073295388,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,7.760144128375781,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.0007070000000000001,0.001,21600.0,85.0
1,0.5874667372982784,6.5443757527097555,0.0,3.0,0.0,6.0,1.0,218.15,86.4,304.55,256.14,48.41,217.67,8.0,1.0,14.69,1.85,21.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,203.0,6.0,46.76,5.03,5.96,24.96,3.37,10.13,15.43,122.19,27.64,50.58,6.0,2.0,249.095,6.0,130.2,94.0,8.0,1.0678778198267938,13.36196611787163,2.0,461.0,9.943452487482825,13.009641073295388,139.79,8.23,1.0,76.5,18.0,7.4,16.6,25.579679435051567,5.63,6.7,20.31,86.09,78.72,1.749293938735607,26.50445361720617,65.19,3.37,2.0,37.8,14.3,16.6,11.9,25.0,1.0,3.41,5.19,8.15,46.025,39.21,0.0005,0.001,57600.0,85.0
