chemsys,molarity__4-Methoxy-Phenylammonium iodide (M),prepare__4-Methoxy-Phenylammonium iodide,molarity__Gamma-Butyrolactone (M),prepare__Gamma-Butyrolactone,prepare_FinalVolume (mL),reagent_index,reagent_DispensedVolume (mL),reaction_id
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1249418955289907,4.31 gram,7.246799410572333,3.06 milliliter,5.493390865242652,2,0.032999999999999995,2021-03-16T15_21_33.108346+00_00_HC_A11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1249418955289907,4.31 gram,7.246799410572333,3.06 milliliter,5.493390865242652,2,0.016,2021-03-16T15_21_33.108346+00_00_HC_C11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1249418955289907,4.31 gram,7.246799410572333,3.06 milliliter,5.493390865242652,2,0.058,2021-03-16T15_21_33.108346+00_00_HC_E11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.1249418955289907,4.31 gram,7.246799410572333,3.06 milliliter,5.493390865242652,2,0.159,2021-03-16T15_21_33.108346+00_00_HC_G11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.09099999999999998,2021-04-12T14_57_39.206341+00_00_LBL_A1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.007,2021-04-12T14_57_39.206341+00_00_LBL_C1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.06999999999999999,2021-04-12T14_57_39.206341+00_00_LBL_E1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.003,2021-04-12T14_57_39.206341+00_00_LBL_G1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.13999999999999999,2021-04-12T14_57_39.206341+00_00_LBL_A3
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.039999999999999994,2021-04-12T14_57_39.206341+00_00_LBL_C3
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.007,2021-04-12T14_57_39.206341+00_00_LBL_E3
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.045,2021-04-12T14_57_39.206341+00_00_LBL_G3
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.09,2021-04-12T14_57_39.206341+00_00_LBL_A5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.08499999999999999,2021-04-12T14_57_39.206341+00_00_LBL_C5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.067,2021-04-12T14_57_39.206341+00_00_LBL_E5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.087,2021-04-12T14_57_39.206341+00_00_LBL_G5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.154,2021-04-12T14_57_39.206341+00_00_LBL_A7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.039999999999999994,2021-04-12T14_57_39.206341+00_00_LBL_C7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.13799999999999998,2021-04-12T14_57_39.206341+00_00_LBL_E7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.073,2021-04-12T14_57_39.206341+00_00_LBL_G7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.09099999999999998,2021-04-12T14_57_39.206341+00_00_LBL_A9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.067,2021-04-12T14_57_39.206341+00_00_LBL_C9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.049,2021-04-12T14_57_39.206341+00_00_LBL_E9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.15999999999999998,2021-04-12T14_57_39.206341+00_00_LBL_G9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.09999999999999999,2021-04-12T14_57_39.206341+00_00_LBL_A11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.109,2021-04-12T14_57_39.206341+00_00_LBL_C11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.001,2021-04-12T14_57_39.206341+00_00_LBL_E11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0862573618896225,6.061 gram,7.318139246515816,4.4 milliliter,7.821991191237988,2,0.045,2021-04-12T14_57_39.206341+00_00_LBL_G11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.09099999999999998,2021-04-13T16_48_39.165116+00_00_HC_A1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.007,2021-04-13T16_48_39.165116+00_00_HC_C1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.06999999999999999,2021-04-13T16_48_39.165116+00_00_HC_E1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.003,2021-04-13T16_48_39.165116+00_00_HC_G1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.13999999999999999,2021-04-13T16_48_39.165116+00_00_HC_A3
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.039999999999999994,2021-04-13T16_48_39.165116+00_00_HC_C3
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.007,2021-04-13T16_48_39.165116+00_00_HC_E3
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.045,2021-04-13T16_48_39.165116+00_00_HC_G3
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.09,2021-04-13T16_48_39.165116+00_00_HC_A5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.08499999999999999,2021-04-13T16_48_39.165116+00_00_HC_C5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.067,2021-04-13T16_48_39.165116+00_00_HC_E5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.087,2021-04-13T16_48_39.165116+00_00_HC_G5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.154,2021-04-13T16_48_39.165116+00_00_HC_A7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.039999999999999994,2021-04-13T16_48_39.165116+00_00_HC_C7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.13799999999999998,2021-04-13T16_48_39.165116+00_00_HC_E7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.073,2021-04-13T16_48_39.165116+00_00_HC_G7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.09099999999999998,2021-04-13T16_48_39.165116+00_00_HC_A9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.067,2021-04-13T16_48_39.165116+00_00_HC_C9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.049,2021-04-13T16_48_39.165116+00_00_HC_E9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.15999999999999998,2021-04-13T16_48_39.165116+00_00_HC_G9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.09999999999999999,2021-04-13T16_48_39.165116+00_00_HC_A11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.109,2021-04-13T16_48_39.165116+00_00_HC_C11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.001,2021-04-13T16_48_39.165116+00_00_HC_E11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.0503527870381713,6.0717 gram,7.3843524391938455,4.5 milliliter,7.928032324012487,2,0.045,2021-04-13T16_48_39.165116+00_00_HC_G11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.09099999999999998,2021-05-07T15_59_56.954948+00_00_HC_A1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.007,2021-05-07T15_59_56.954948+00_00_HC_C1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.06999999999999999,2021-05-07T15_59_56.954948+00_00_HC_E1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.003,2021-05-07T15_59_56.954948+00_00_HC_G1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.13999999999999999,2021-05-07T15_59_56.954948+00_00_HC_A3
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.039999999999999994,2021-05-07T15_59_56.954948+00_00_HC_C3
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.007,2021-05-07T15_59_56.954948+00_00_HC_E3
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.045,2021-05-07T15_59_56.954948+00_00_HC_G3
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.09,2021-05-07T15_59_56.954948+00_00_HC_A5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.08499999999999999,2021-05-07T15_59_56.954948+00_00_HC_C5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.067,2021-05-07T15_59_56.954948+00_00_HC_E5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.087,2021-05-07T15_59_56.954948+00_00_HC_G5
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.154,2021-05-07T15_59_56.954948+00_00_HC_A7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.039999999999999994,2021-05-07T15_59_56.954948+00_00_HC_C7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.13799999999999998,2021-05-07T15_59_56.954948+00_00_HC_E7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.073,2021-05-07T15_59_56.954948+00_00_HC_G7
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.09099999999999998,2021-05-07T15_59_56.954948+00_00_HC_A9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.067,2021-05-07T15_59_56.954948+00_00_HC_C9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.049,2021-05-07T15_59_56.954948+00_00_HC_E9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.15999999999999998,2021-05-07T15_59_56.954948+00_00_HC_G9
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.09999999999999999,2021-05-07T15_59_56.954948+00_00_HC_A11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.109,2021-05-07T15_59_56.954948+00_00_HC_C11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.001,2021-05-07T15_59_56.954948+00_00_HC_E11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.2682519557098466,6.36 gram,6.982515077260662,4.16 milliliter,7.750804153815146,2,0.045,2021-05-07T15_59_56.954948+00_00_HC_G11
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.09099999999999998,2021-05-12T16_02_04.291158+00_00_LBL_A1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.007,2021-05-12T16_02_04.291158+00_00_LBL_C1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.06999999999999999,2021-05-12T16_02_04.291158+00_00_LBL_E1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.003,2021-05-12T16_02_04.291158+00_00_LBL_G1
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.13999999999999999,2021-05-12T16_02_04.291158+00_00_LBL_A3
4-Methoxy-Phenylammonium_iodide__Gamma-Butyrolactone,3.107455209932834,4.49 gram,7.279047370267408,3.22 milliliter,5.755017397897799,2,0.039999999999999994,2021-05-12T16_02_04.291158+00_00_LBL_C3
