chemsys,molarity__Lead Diiodide (M),prepare__Lead Diiodide,molarity__2-Pyrrolidin-1-ium-1-ylethylammonium iodide (M),prepare__2-Pyrrolidin-1-ium-1-ylethylammonium iodide,molarity__Dimethylformamide (M),prepare__Dimethylformamide,prepare_FinalVolume (mL),reagent_index,reagent_DispensedVolume (mL),reaction_id
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.8672124634484318,2.14 gram,1.055220381050905,2.09 gram,9.650208399171467,4.0 milliliter,5.352761787227401,1,0.086,2019-11-11T16_17_45.714515+00_00_LBL_C9
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.8672124634484318,2.14 gram,1.055220381050905,2.09 gram,9.650208399171467,4.0 milliliter,5.352761787227401,1,0.09999999999999999,2019-11-11T16_17_45.714515+00_00_LBL_G9
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.8672124634484318,2.14 gram,1.055220381050905,2.09 gram,9.650208399171467,4.0 milliliter,5.352761787227401,1,0.031,2019-11-11T16_17_45.714515+00_00_LBL_C11
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.8672124634484318,2.14 gram,1.055220381050905,2.09 gram,9.650208399171467,4.0 milliliter,5.352761787227401,1,0.029,2019-11-11T16_17_45.714515+00_00_LBL_E11
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.8672124634484318,2.14 gram,1.055220381050905,2.09 gram,9.650208399171467,4.0 milliliter,5.352761787227401,1,0.172,2019-11-11T16_17_45.714515+00_00_LBL_G11
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.007,2020-02-04T21_45_51.450525+00_00_LBL_A1
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.037,2020-02-04T21_45_51.450525+00_00_LBL_C1
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.016,2020-02-04T21_45_51.450525+00_00_LBL_E1
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.011,2020-02-04T21_45_51.450525+00_00_LBL_G1
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.046,2020-02-04T21_45_51.450525+00_00_LBL_A3
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.039,2020-02-04T21_45_51.450525+00_00_LBL_C3
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.018000000000000002,2020-02-04T21_45_51.450525+00_00_LBL_E3
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.019999999999999997,2020-02-04T21_45_51.450525+00_00_LBL_G3
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.044,2020-02-04T21_45_51.450525+00_00_LBL_A5
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.092,2020-02-04T21_45_51.450525+00_00_LBL_C5
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.054,2020-02-04T21_45_51.450525+00_00_LBL_E5
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.011,2020-02-04T21_45_51.450525+00_00_LBL_G5
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.018000000000000002,2020-02-04T21_45_51.450525+00_00_LBL_A7
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.07200000000000001,2020-02-04T21_45_51.450525+00_00_LBL_C7
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.041999999999999996,2020-02-04T21_45_51.450525+00_00_LBL_E7
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.020999999999999998,2020-02-04T21_45_51.450525+00_00_LBL_G7
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.017,2020-02-04T21_45_51.450525+00_00_LBL_A9
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.039,2020-02-04T21_45_51.450525+00_00_LBL_C9
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.001,2020-02-04T21_45_51.450525+00_00_LBL_E9
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.124,2020-02-04T21_45_51.450525+00_00_LBL_G9
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.104,2020-02-04T21_45_51.450525+00_00_LBL_A11
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.032,2020-02-04T21_45_51.450525+00_00_LBL_C11
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.049,2020-02-04T21_45_51.450525+00_00_LBL_E11
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9089582910437951,2.27 gram,1.0875763098695914,2.18 gram,9.535490830757945,4.0 milliliter,5.417158662797437,1,0.06,2020-02-04T21_45_51.450525+00_00_LBL_G11
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.047,2020-02-04T21_47_57.124352+00_00_LBL_A1
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.008,2020-02-04T21_47_57.124352+00_00_LBL_C1
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.052,2020-02-04T21_47_57.124352+00_00_LBL_E1
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.039,2020-02-04T21_47_57.124352+00_00_LBL_G1
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.111,2020-02-04T21_47_57.124352+00_00_LBL_A3
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.015,2020-02-04T21_47_57.124352+00_00_LBL_C3
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.09099999999999998,2020-02-04T21_47_57.124352+00_00_LBL_E3
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.03,2020-02-04T21_47_57.124352+00_00_LBL_G3
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.061,2020-02-04T21_47_57.124352+00_00_LBL_A5
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.004,2020-02-04T21_47_57.124352+00_00_LBL_C5
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.07200000000000001,2020-02-04T21_47_57.124352+00_00_LBL_E5
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.087,2020-02-04T21_47_57.124352+00_00_LBL_G5
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.068,2020-02-04T21_47_57.124352+00_00_LBL_A7
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.056,2020-02-04T21_47_57.124352+00_00_LBL_C7
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.046,2020-02-04T21_47_57.124352+00_00_LBL_E7
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.043,2020-02-04T21_47_57.124352+00_00_LBL_G7
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.026,2020-02-04T21_47_57.124352+00_00_LBL_A9
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.009999999999999998,2020-02-04T21_47_57.124352+00_00_LBL_C9
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.029,2020-02-04T21_47_57.124352+00_00_LBL_E9
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.088,2020-02-04T21_47_57.124352+00_00_LBL_G9
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.09099999999999998,2020-02-04T21_47_57.124352+00_00_LBL_A11
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.039999999999999994,2020-02-04T21_47_57.124352+00_00_LBL_C11
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.06,2020-02-04T21_47_57.124352+00_00_LBL_E11
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.9472295456485226,2.4 gram,1.1309853448582492,2.3 gram,9.398725135440436,4.0 milliliter,5.495986531522853,1,0.071,2020-02-04T21_47_57.124352+00_00_LBL_G11
2-Pyrrolidin-1-ium-1-ylethylammonium_iodide__Dimethylformamide__Lead_Diiodide,0.6065637085654023,0.3045 gram,0.7197344166357446,0.29 gram,10.673247939312565,0.9 milliliter,1.0889314186838244,2,0.18,2020-06-22T17_03_40.423248+00_00_HC_A1
