chemsys,molarity__Morpholinium Iodide (M),prepare__Morpholinium Iodide,molarity__Dimethylformamide (M),prepare__Dimethylformamide,prepare_FinalVolume (mL),reagent_index,reagent_DispensedVolume (mL),reaction_id
Dimethylformamide__Morpholinium_Iodide,2.3133008269728657,2.36 gram,9.526685465849049,3.5 milliliter,4.744394949865648,2,0.032,2019-11-19T18_11_24.347682+00_00_LBL_G7
Dimethylformamide__Morpholinium_Iodide,2.3133008269728657,2.36 gram,9.526685465849049,3.5 milliliter,4.744394949865648,2,0.017,2019-11-19T18_11_24.347682+00_00_LBL_A9
Dimethylformamide__Morpholinium_Iodide,2.3133008269728657,2.36 gram,9.526685465849049,3.5 milliliter,4.744394949865648,2,0.034999999999999996,2019-11-19T18_11_24.347682+00_00_LBL_C9
Dimethylformamide__Morpholinium_Iodide,2.3133008269728657,2.36 gram,9.526685465849049,3.5 milliliter,4.744394949865648,2,0.003,2019-11-19T18_11_24.347682+00_00_LBL_E9
Dimethylformamide__Morpholinium_Iodide,2.3133008269728657,2.36 gram,9.526685465849049,3.5 milliliter,4.744394949865648,2,0.049999999999999996,2019-11-19T18_11_24.347682+00_00_LBL_A11
Dimethylformamide__Morpholinium_Iodide,2.3133008269728657,2.36 gram,9.526685465849049,3.5 milliliter,4.744394949865648,2,0.012,2019-11-19T18_11_24.347682+00_00_LBL_C11
Dimethylformamide__Morpholinium_Iodide,2.3133008269728657,2.36 gram,9.526685465849049,3.5 milliliter,4.744394949865648,2,0.012,2019-11-19T18_11_24.347682+00_00_LBL_E11
Dimethylformamide__Morpholinium_Iodide,2.3133008269728657,2.36 gram,9.526685465849049,3.5 milliliter,4.744394949865648,2,0.089,2019-11-19T18_11_24.347682+00_00_LBL_G11
Dimethylformamide__Morpholinium_Iodide,2.3615071083910957,4.57 gram,9.456101908768044,6.59 milliliter,8.999697000375429,2,0.059,2020-08-31T19_02_49.077710+00_00_LBL_A3
Dimethylformamide__Morpholinium_Iodide,2.3615071083910957,4.57 gram,9.456101908768044,6.59 milliliter,8.999697000375429,2,0.118,2020-08-31T19_02_49.077710+00_00_LBL_E3
Dimethylformamide__Morpholinium_Iodide,2.3615071083910957,4.57 gram,9.456101908768044,6.59 milliliter,8.999697000375429,2,0.236,2020-08-31T19_02_49.077710+00_00_LBL_G3
Dimethylformamide__Morpholinium_Iodide,2.3615071083910957,4.57 gram,9.456101908768044,6.59 milliliter,8.999697000375429,2,0.177,2020-08-31T19_02_49.077710+00_00_LBL_A7
Dimethylformamide__Morpholinium_Iodide,2.3615071083910957,4.57 gram,9.456101908768044,6.59 milliliter,8.999697000375429,2,0.118,2020-08-31T19_02_49.077710+00_00_LBL_E7
Dimethylformamide__Morpholinium_Iodide,2.3615071083910957,4.57 gram,9.456101908768044,6.59 milliliter,8.999697000375429,2,0.118,2020-08-31T19_02_49.077710+00_00_LBL_A9
Dimethylformamide__Morpholinium_Iodide,2.3615071083910957,4.57 gram,9.456101908768044,6.59 milliliter,8.999697000375429,2,0.059,2020-08-31T19_02_49.077710+00_00_LBL_C9
Dimethylformamide__Morpholinium_Iodide,2.3615071083910957,4.57 gram,9.456101908768044,6.59 milliliter,8.999697000375429,2,0.118,2020-08-31T19_02_49.077710+00_00_LBL_E9
Dimethylformamide__Morpholinium_Iodide,2.3597079213698904,4.78 gram,9.458736275412276,6.9 milliliter,9.420427059473644,2,0.118,2020-08-31T19_05_41.411169+00_00_LBL_A3
Dimethylformamide__Morpholinium_Iodide,2.3597079213698904,4.78 gram,9.458736275412276,6.9 milliliter,9.420427059473644,2,0.118,2020-08-31T19_05_41.411169+00_00_LBL_C3
Dimethylformamide__Morpholinium_Iodide,2.3597079213698904,4.78 gram,9.458736275412276,6.9 milliliter,9.420427059473644,2,0.177,2020-08-31T19_05_41.411169+00_00_LBL_G3
Dimethylformamide__Morpholinium_Iodide,2.3597079213698904,4.78 gram,9.458736275412276,6.9 milliliter,9.420427059473644,2,0.059,2020-08-31T19_05_41.411169+00_00_LBL_C5
Dimethylformamide__Morpholinium_Iodide,2.3597079213698904,4.78 gram,9.458736275412276,6.9 milliliter,9.420427059473644,2,0.118,2020-08-31T19_05_41.411169+00_00_LBL_G5
Dimethylformamide__Morpholinium_Iodide,2.3597079213698904,4.78 gram,9.458736275412276,6.9 milliliter,9.420427059473644,2,0.059,2020-08-31T19_05_41.411169+00_00_LBL_A7
Dimethylformamide__Morpholinium_Iodide,2.3597079213698904,4.78 gram,9.458736275412276,6.9 milliliter,9.420427059473644,2,0.059,2020-08-31T19_05_41.411169+00_00_LBL_C7
Dimethylformamide__Morpholinium_Iodide,2.3597079213698904,4.78 gram,9.458736275412276,6.9 milliliter,9.420427059473644,2,0.059,2020-08-31T19_05_41.411169+00_00_LBL_E7
Dimethylformamide__Morpholinium_Iodide,2.3597079213698904,4.78 gram,9.458736275412276,6.9 milliliter,9.420427059473644,2,0.059,2020-08-31T19_05_41.411169+00_00_LBL_G7
Dimethylformamide__Morpholinium_Iodide,2.3597079213698904,4.78 gram,9.458736275412276,6.9 milliliter,9.420427059473644,2,0.059,2020-08-31T19_05_41.411169+00_00_LBL_A9
Dimethylformamide__Morpholinium_Iodide,2.3597079213698904,4.78 gram,9.458736275412276,6.9 milliliter,9.420427059473644,2,0.059,2020-08-31T19_05_41.411169+00_00_LBL_C9
Dimethylformamide__Morpholinium_Iodide,2.3597079213698904,4.78 gram,9.458736275412276,6.9 milliliter,9.420427059473644,2,0.059,2020-08-31T19_05_41.411169+00_00_LBL_E9
Dimethylformamide__Morpholinium_Iodide,2.3597079213698904,4.78 gram,9.458736275412276,6.9 milliliter,9.420427059473644,2,0.059,2020-08-31T19_05_41.411169+00_00_LBL_G9
Dimethylformamide__Morpholinium_Iodide,2.3597079213698904,4.78 gram,9.458736275412276,6.9 milliliter,9.420427059473644,2,0.059,2020-08-31T19_05_41.411169+00_00_LBL_A11
Dimethylformamide__Morpholinium_Iodide,2.3597079213698904,4.78 gram,9.458736275412276,6.9 milliliter,9.420427059473644,2,0.059,2020-08-31T19_05_41.411169+00_00_LBL_C11
Dimethylformamide__Morpholinium_Iodide,2.3597079213698904,4.78 gram,9.458736275412276,6.9 milliliter,9.420427059473644,2,0.059,2020-08-31T19_05_41.411169+00_00_LBL_E11
Dimethylformamide__Morpholinium_Iodide,2.3597079213698904,4.78 gram,9.458736275412276,6.9 milliliter,9.420427059473644,2,0.177,2020-08-31T19_05_41.411169+00_00_LBL_G11
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.031,2020-09-15T14_10_13.620997+00_00_LBL_A1
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.109,2020-09-15T14_10_13.620997+00_00_LBL_C1
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.202,2020-09-15T14_10_13.620997+00_00_LBL_E1
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.016,2020-09-15T14_10_13.620997+00_00_LBL_G1
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.016,2020-09-15T14_10_13.620997+00_00_LBL_A3
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.062,2020-09-15T14_10_13.620997+00_00_LBL_C3
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.016,2020-09-15T14_10_13.620997+00_00_LBL_E3
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.016,2020-09-15T14_10_13.620997+00_00_LBL_G3
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.047,2020-09-15T14_10_13.620997+00_00_LBL_C5
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.155,2020-09-15T14_10_13.620997+00_00_LBL_E5
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.062,2020-09-15T14_10_13.620997+00_00_LBL_G5
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.062,2020-09-15T14_10_13.620997+00_00_LBL_C7
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.13999999999999999,2020-09-15T14_10_13.620997+00_00_LBL_E7
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.155,2020-09-15T14_10_13.620997+00_00_LBL_G7
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.047,2020-09-15T14_10_13.620997+00_00_LBL_C9
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.109,2020-09-15T14_10_13.620997+00_00_LBL_E9
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.031,2020-09-15T14_10_13.620997+00_00_LBL_G9
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.047,2020-09-15T14_10_13.620997+00_00_LBL_A11
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.062,2020-09-15T14_10_13.620997+00_00_LBL_C11
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.031,2020-09-15T14_10_13.620997+00_00_LBL_E11
Dimethylformamide__Morpholinium_Iodide,8.819716667037902,77447268.0 gram,2.2136055936937193e-06,7.0 milliliter,40836866.82207261,2,0.062,2020-09-15T14_10_13.620997+00_00_LBL_G11
Dimethylformamide__Morpholinium_Iodide,2.2659563401071448,4.59 gram,9.596007184779516,7.0 milliliter,9.420242720289544,2,0.059,2020-09-30T22_37_01.541801+00_00_LBL_A3
Dimethylformamide__Morpholinium_Iodide,2.2659563401071448,4.59 gram,9.596007184779516,7.0 milliliter,9.420242720289544,2,0.118,2020-09-30T22_37_01.541801+00_00_LBL_E3
Dimethylformamide__Morpholinium_Iodide,2.2659563401071448,4.59 gram,9.596007184779516,7.0 milliliter,9.420242720289544,2,0.236,2020-09-30T22_37_01.541801+00_00_LBL_G3
Dimethylformamide__Morpholinium_Iodide,2.2659563401071448,4.59 gram,9.596007184779516,7.0 milliliter,9.420242720289544,2,0.177,2020-09-30T22_37_01.541801+00_00_LBL_A7
Dimethylformamide__Morpholinium_Iodide,2.2659563401071448,4.59 gram,9.596007184779516,7.0 milliliter,9.420242720289544,2,0.118,2020-09-30T22_37_01.541801+00_00_LBL_E7
Dimethylformamide__Morpholinium_Iodide,2.2659563401071448,4.59 gram,9.596007184779516,7.0 milliliter,9.420242720289544,2,0.118,2020-09-30T22_37_01.541801+00_00_LBL_A9
Dimethylformamide__Morpholinium_Iodide,2.2659563401071448,4.59 gram,9.596007184779516,7.0 milliliter,9.420242720289544,2,0.059,2020-09-30T22_37_01.541801+00_00_LBL_C9
Dimethylformamide__Morpholinium_Iodide,2.2659563401071448,4.59 gram,9.596007184779516,7.0 milliliter,9.420242720289544,2,0.118,2020-09-30T22_37_01.541801+00_00_LBL_E9
Dimethylformamide__Morpholinium_Iodide,2.338511782037784,4.79 gram,9.48977162737118,7.0 milliliter,9.5256999194307,2,0.118,2020-09-30T22_41_17.964934+00_00_LBL_A3
Dimethylformamide__Morpholinium_Iodide,2.338511782037784,4.79 gram,9.48977162737118,7.0 milliliter,9.5256999194307,2,0.118,2020-09-30T22_41_17.964934+00_00_LBL_C3
Dimethylformamide__Morpholinium_Iodide,2.338511782037784,4.79 gram,9.48977162737118,7.0 milliliter,9.5256999194307,2,0.177,2020-09-30T22_41_17.964934+00_00_LBL_G3
Dimethylformamide__Morpholinium_Iodide,2.338511782037784,4.79 gram,9.48977162737118,7.0 milliliter,9.5256999194307,2,0.059,2020-09-30T22_41_17.964934+00_00_LBL_C5
Dimethylformamide__Morpholinium_Iodide,2.338511782037784,4.79 gram,9.48977162737118,7.0 milliliter,9.5256999194307,2,0.118,2020-09-30T22_41_17.964934+00_00_LBL_G5
Dimethylformamide__Morpholinium_Iodide,2.338511782037784,4.79 gram,9.48977162737118,7.0 milliliter,9.5256999194307,2,0.059,2020-09-30T22_41_17.964934+00_00_LBL_A7
Dimethylformamide__Morpholinium_Iodide,2.338511782037784,4.79 gram,9.48977162737118,7.0 milliliter,9.5256999194307,2,0.059,2020-09-30T22_41_17.964934+00_00_LBL_C7
Dimethylformamide__Morpholinium_Iodide,2.338511782037784,4.79 gram,9.48977162737118,7.0 milliliter,9.5256999194307,2,0.059,2020-09-30T22_41_17.964934+00_00_LBL_E7
Dimethylformamide__Morpholinium_Iodide,2.338511782037784,4.79 gram,9.48977162737118,7.0 milliliter,9.5256999194307,2,0.059,2020-09-30T22_41_17.964934+00_00_LBL_G7
Dimethylformamide__Morpholinium_Iodide,2.338511782037784,4.79 gram,9.48977162737118,7.0 milliliter,9.5256999194307,2,0.059,2020-09-30T22_41_17.964934+00_00_LBL_A9
Dimethylformamide__Morpholinium_Iodide,2.338511782037784,4.79 gram,9.48977162737118,7.0 milliliter,9.5256999194307,2,0.059,2020-09-30T22_41_17.964934+00_00_LBL_C9
Dimethylformamide__Morpholinium_Iodide,2.338511782037784,4.79 gram,9.48977162737118,7.0 milliliter,9.5256999194307,2,0.059,2020-09-30T22_41_17.964934+00_00_LBL_E9
Dimethylformamide__Morpholinium_Iodide,2.338511782037784,4.79 gram,9.48977162737118,7.0 milliliter,9.5256999194307,2,0.059,2020-09-30T22_41_17.964934+00_00_LBL_G9
Dimethylformamide__Morpholinium_Iodide,2.338511782037784,4.79 gram,9.48977162737118,7.0 milliliter,9.5256999194307,2,0.059,2020-09-30T22_41_17.964934+00_00_LBL_A11
Dimethylformamide__Morpholinium_Iodide,2.338511782037784,4.79 gram,9.48977162737118,7.0 milliliter,9.5256999194307,2,0.059,2020-09-30T22_41_17.964934+00_00_LBL_C11
Dimethylformamide__Morpholinium_Iodide,2.338511782037784,4.79 gram,9.48977162737118,7.0 milliliter,9.5256999194307,2,0.059,2020-09-30T22_41_17.964934+00_00_LBL_E11
Dimethylformamide__Morpholinium_Iodide,2.338511782037784,4.79 gram,9.48977162737118,7.0 milliliter,9.5256999194307,2,0.177,2020-09-30T22_41_17.964934+00_00_LBL_G11
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.047,2020-10-15T12_37_30.672258+00_00_LBL_A1
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.093,2020-10-15T12_37_30.672258+00_00_LBL_C1
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.016,2020-10-15T12_37_30.672258+00_00_LBL_E1
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.093,2020-10-15T12_37_30.672258+00_00_LBL_G1
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.13999999999999999,2020-10-15T12_37_30.672258+00_00_LBL_A3
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.016,2020-10-15T12_37_30.672258+00_00_LBL_C3
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.016,2020-10-15T12_37_30.672258+00_00_LBL_E3
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.016,2020-10-15T12_37_30.672258+00_00_LBL_G3
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.031,2020-10-15T12_37_30.672258+00_00_LBL_A5
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.016,2020-10-15T12_37_30.672258+00_00_LBL_C5
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.109,2020-10-15T12_37_30.672258+00_00_LBL_E5
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.062,2020-10-15T12_37_30.672258+00_00_LBL_G5
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.016,2020-10-15T12_37_30.672258+00_00_LBL_A7
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.016,2020-10-15T12_37_30.672258+00_00_LBL_C7
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.031,2020-10-15T12_37_30.672258+00_00_LBL_E7
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.016,2020-10-15T12_37_30.672258+00_00_LBL_G7
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.093,2020-10-15T12_37_30.672258+00_00_LBL_A9
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.17099999999999999,2020-10-15T12_37_30.672258+00_00_LBL_C9
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.124,2020-10-15T12_37_30.672258+00_00_LBL_E9
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.031,2020-10-15T12_37_30.672258+00_00_LBL_G9
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.031,2020-10-15T12_37_30.672258+00_00_LBL_A11
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.031,2020-10-15T12_37_30.672258+00_00_LBL_C11
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.093,2020-10-15T12_37_30.672258+00_00_LBL_E11
Dimethylformamide__Morpholinium_Iodide,2.363237494534297,4.762 gram,9.453568280254963,6.86 milliliter,9.370935911550939,2,0.062,2020-10-15T12_37_30.672258+00_00_LBL_G11
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.124,2020-10-15T12_38_48.132749+00_00_LBL_A1
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.078,2020-10-15T12_38_48.132749+00_00_LBL_C1
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.016,2020-10-15T12_38_48.132749+00_00_LBL_E1
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.031,2020-10-15T12_38_48.132749+00_00_LBL_G1
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.016,2020-10-15T12_38_48.132749+00_00_LBL_A3
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.062,2020-10-15T12_38_48.132749+00_00_LBL_C3
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.016,2020-10-15T12_38_48.132749+00_00_LBL_E3
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.078,2020-10-15T12_38_48.132749+00_00_LBL_G3
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.186,2020-10-15T12_38_48.132749+00_00_LBL_A5
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.031,2020-10-15T12_38_48.132749+00_00_LBL_C5
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.016,2020-10-15T12_38_48.132749+00_00_LBL_E5
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.093,2020-10-15T12_38_48.132749+00_00_LBL_G5
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.016,2020-10-15T12_38_48.132749+00_00_LBL_A7
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.016,2020-10-15T12_38_48.132749+00_00_LBL_C7
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.016,2020-10-15T12_38_48.132749+00_00_LBL_E7
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.078,2020-10-15T12_38_48.132749+00_00_LBL_G7
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.124,2020-10-15T12_38_48.132749+00_00_LBL_A9
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.093,2020-10-15T12_38_48.132749+00_00_LBL_C9
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.078,2020-10-15T12_38_48.132749+00_00_LBL_E9
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.062,2020-10-15T12_38_48.132749+00_00_LBL_G9
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.016,2020-10-15T12_38_48.132749+00_00_LBL_A11
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.047,2020-10-15T12_38_48.132749+00_00_LBL_C11
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.031,2020-10-15T12_38_48.132749+00_00_LBL_E11
Dimethylformamide__Morpholinium_Iodide,2.3619683308634385,4.814 gram,9.455426587591097,6.94 milliliter,9.47835478332764,2,0.155,2020-10-15T12_38_48.132749+00_00_LBL_G11
Dimethylformamide__Morpholinium_Iodide,2.361251155579174,3.557 gram,9.456476674449588,5.13 milliliter,7.0055562867254695,4,0.018999999999999996,2021-01-04T15_33_31.566896+00_00_LBL_A1
