chemsys,molarity__Lead Diiodide (M),prepare__Lead Diiodide,molarity__4-Trifluoromethyl-Benzylammonium iodide (M),prepare__4-Trifluoromethyl-Benzylammonium iodide,molarity__Gamma-Butyrolactone (M),prepare__Gamma-Butyrolactone,prepare_FinalVolume (mL),reagent_index,reagent_DispensedVolume (mL),reaction_id
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.024,2021-05-17T18_21_49.529476+00_00_HC_C1
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.011,2021-05-17T18_21_49.529476+00_00_HC_E1
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.078,2021-05-17T18_21_49.529476+00_00_HC_G1
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.116,2021-05-17T18_21_49.529476+00_00_HC_A3
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.012,2021-05-17T18_21_49.529476+00_00_HC_C3
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.015,2021-05-17T18_21_49.529476+00_00_HC_E3
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.016,2021-05-17T18_21_49.529476+00_00_HC_G3
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.16199999999999998,2021-05-17T18_21_49.529476+00_00_HC_A5
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.107,2021-05-17T18_21_49.529476+00_00_HC_C5
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.003,2021-05-17T18_21_49.529476+00_00_HC_E5
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.103,2021-05-17T18_21_49.529476+00_00_HC_G5
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.121,2021-05-17T18_21_49.529476+00_00_HC_A7
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.15199999999999997,2021-05-17T18_21_49.529476+00_00_HC_C7
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.026,2021-05-17T18_21_49.529476+00_00_HC_E7
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.11499999999999999,2021-05-17T18_21_49.529476+00_00_HC_G7
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.07599999999999998,2021-05-17T18_21_49.529476+00_00_HC_A9
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.008,2021-05-17T18_21_49.529476+00_00_HC_C9
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.016,2021-05-17T18_21_49.529476+00_00_HC_E9
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.127,2021-05-17T18_21_49.529476+00_00_HC_G9
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.111,2021-05-17T18_21_49.529476+00_00_HC_A11
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.058,2021-05-17T18_21_49.529476+00_00_HC_C11
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.064,2021-05-17T18_21_49.529476+00_00_HC_E11
4-Trifluoromethyl-Benzylammonium_iodide__Gamma-Butyrolactone__Lead_Diiodide,1.604270983100624,5.41 gram,1.6058236813896012,3.56 gram,8.181142471191572,4.6 milliliter,7.314913430231773,1,0.195,2021-05-17T18_21_49.529476+00_00_HC_G11
