chemsys,molarity__Dimethyl sulfoxide (M),prepare__Dimethyl sulfoxide,prepare_FinalVolume (mL),reagent_index,reagent_DispensedVolume (mL),reaction_id
Dimethyl_sulfoxide,14.079098937667988,10.0 milliliter,10.0,0,0.08399999999999999,2019-11-01T13_24_43.222072+00_00_LBL_A9
Dimethyl_sulfoxide,14.079098937667988,10.0 milliliter,10.0,0,0.027,2019-11-01T13_24_43.222072+00_00_LBL_C9
Dimethyl_sulfoxide,14.079098937667988,10.0 milliliter,10.0,0,0.074,2019-11-01T13_24_43.222072+00_00_LBL_E9
Dimethyl_sulfoxide,14.079098937667988,10.0 milliliter,10.0,0,0.044,2019-11-01T13_24_43.222072+00_00_LBL_G9
Dimethyl_sulfoxide,14.079098937667988,10.0 milliliter,10.0,0,0.056,2019-11-01T13_24_43.222072+00_00_LBL_A11
Dimethyl_sulfoxide,14.079098937667988,10.0 milliliter,10.0,0,0.187,2019-11-01T13_24_43.222072+00_00_LBL_C11
Dimethyl_sulfoxide,14.079098937667988,10.0 milliliter,10.0,0,0.064,2019-11-01T13_24_43.222072+00_00_LBL_E11
Dimethyl_sulfoxide,14.079098937667988,10.0 milliliter,10.0,0,0.027,2019-11-01T13_24_43.222072+00_00_LBL_G11
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.012,2020-01-25T22_08_57.268862+00_00_LBL_A1
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.019999999999999997,2020-01-25T22_08_57.268862+00_00_LBL_C1
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.017,2020-01-25T22_08_57.268862+00_00_LBL_E1
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.002,2020-01-25T22_08_57.268862+00_00_LBL_G1
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.054,2020-01-25T22_08_57.268862+00_00_LBL_A3
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.016,2020-01-25T22_08_57.268862+00_00_LBL_C3
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.004999999999999999,2020-01-25T22_08_57.268862+00_00_LBL_E3
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.006,2020-01-25T22_08_57.268862+00_00_LBL_G3
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.039,2020-01-25T22_08_57.268862+00_00_LBL_A5
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.001,2020-01-25T22_08_57.268862+00_00_LBL_C5
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.002,2020-01-25T22_08_57.268862+00_00_LBL_E5
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.032999999999999995,2020-01-25T22_08_57.268862+00_00_LBL_G5
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.014,2020-01-25T22_08_57.268862+00_00_LBL_A7
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.026,2020-01-25T22_08_57.268862+00_00_LBL_C7
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.001,2020-01-25T22_08_57.268862+00_00_LBL_E7
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.020999999999999998,2020-01-25T22_08_57.268862+00_00_LBL_G7
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.016,2020-01-25T22_08_57.268862+00_00_LBL_A9
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.018000000000000002,2020-01-25T22_08_57.268862+00_00_LBL_C9
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.046,2020-01-25T22_08_57.268862+00_00_LBL_E9
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.018000000000000002,2020-01-25T22_08_57.268862+00_00_LBL_G9
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.058,2020-01-25T22_08_57.268862+00_00_LBL_A11
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.015,2020-01-25T22_08_57.268862+00_00_LBL_C11
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.003,2020-01-25T22_08_57.268862+00_00_LBL_E11
Dimethyl_sulfoxide,14.079098937667988,5.0 milliliter,5.0,0,0.016,2020-01-25T22_08_57.268862+00_00_LBL_G11
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.007,2021-01-04T15_33_31.566896+00_00_LBL_A1
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.007,2021-01-04T15_33_31.566896+00_00_LBL_E1
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.03,2021-01-04T15_33_31.566896+00_00_LBL_G1
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.009000000000000001,2021-01-04T15_33_31.566896+00_00_LBL_A3
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.03799999999999999,2021-01-04T15_33_31.566896+00_00_LBL_C3
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.009000000000000001,2021-01-04T15_33_31.566896+00_00_LBL_E3
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.018999999999999996,2021-01-04T15_33_31.566896+00_00_LBL_G3
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.009999999999999998,2021-01-04T15_33_31.566896+00_00_LBL_A5
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.008,2021-01-04T15_33_31.566896+00_00_LBL_C5
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.007,2021-01-04T15_33_31.566896+00_00_LBL_E5
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.009000000000000001,2021-01-04T15_33_31.566896+00_00_LBL_A7
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.011,2021-01-04T15_33_31.566896+00_00_LBL_C7
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.059,2021-01-04T15_33_31.566896+00_00_LBL_E7
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.006,2021-01-04T15_33_31.566896+00_00_LBL_G7
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.011,2021-01-04T15_33_31.566896+00_00_LBL_C9
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.009000000000000001,2021-01-04T15_33_31.566896+00_00_LBL_E9
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.009999999999999998,2021-01-04T15_33_31.566896+00_00_LBL_G9
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.015,2021-01-04T15_33_31.566896+00_00_LBL_A11
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.023,2021-01-04T15_33_31.566896+00_00_LBL_E11
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.032,2021-01-04T15_33_31.566896+00_00_LBL_G11
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.018000000000000002,2021-01-11T16_37_07.842037+00_00_LBL_A1
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.009000000000000001,2021-01-11T16_37_07.842037+00_00_LBL_C1
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.009999999999999998,2021-01-11T16_37_07.842037+00_00_LBL_G1
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.009000000000000001,2021-01-11T16_37_07.842037+00_00_LBL_A3
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.16899999999999998,2021-01-11T16_37_07.842037+00_00_LBL_C3
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.018000000000000002,2021-01-11T16_37_07.842037+00_00_LBL_E3
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.008,2021-01-11T16_37_07.842037+00_00_LBL_A5
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.008,2021-01-11T16_37_07.842037+00_00_LBL_C5
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.009000000000000001,2021-01-11T16_37_07.842037+00_00_LBL_E5
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.009000000000000001,2021-01-11T16_37_07.842037+00_00_LBL_G5
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.009000000000000001,2021-01-11T16_37_07.842037+00_00_LBL_A7
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.007,2021-01-11T16_37_07.842037+00_00_LBL_C7
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.009000000000000001,2021-01-11T16_37_07.842037+00_00_LBL_E7
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.277,2021-01-11T16_37_07.842037+00_00_LBL_G7
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.008,2021-01-11T16_37_07.842037+00_00_LBL_A9
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.041,2021-01-11T16_37_07.842037+00_00_LBL_C9
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.008,2021-01-11T16_37_07.842037+00_00_LBL_E9
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.16899999999999998,2021-01-11T16_37_07.842037+00_00_LBL_G9
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.009999999999999998,2021-01-11T16_37_07.842037+00_00_LBL_A11
Dimethyl_sulfoxide,14.079098937667991,15.0 milliliter,15.0,1,0.164,2021-01-11T16_37_07.842037+00_00_LBL_C11
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.136,2021-05-19T16_23_27.948542+00_00_HC_A1
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.041999999999999996,2021-05-19T16_23_27.948542+00_00_HC_C1
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.103,2021-05-19T16_23_27.948542+00_00_HC_E1
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.17300000000000001,2021-05-19T16_23_27.948542+00_00_HC_G1
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.044,2021-05-19T16_23_27.948542+00_00_HC_A3
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.09099999999999998,2021-05-19T16_23_27.948542+00_00_HC_C3
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.002,2021-05-19T16_23_27.948542+00_00_HC_E3
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.032,2021-05-19T16_23_27.948542+00_00_HC_G3
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.022,2021-05-19T16_23_27.948542+00_00_HC_A5
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.12299999999999998,2021-05-19T16_23_27.948542+00_00_HC_C5
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.03799999999999999,2021-05-19T16_23_27.948542+00_00_HC_E5
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.03799999999999999,2021-05-19T16_23_27.948542+00_00_HC_G5
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.10999999999999999,2021-05-19T16_23_27.948542+00_00_HC_A7
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.020999999999999998,2021-05-19T16_23_27.948542+00_00_HC_C7
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.08099999999999999,2021-05-19T16_23_27.948542+00_00_HC_E7
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.026,2021-05-19T16_23_27.948542+00_00_HC_G7
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.08399999999999999,2021-05-19T16_23_27.948542+00_00_HC_A9
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.027,2021-05-19T16_23_27.948542+00_00_HC_C9
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.074,2021-05-19T16_23_27.948542+00_00_HC_E9
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.044,2021-05-19T16_23_27.948542+00_00_HC_G9
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.056,2021-05-19T16_23_27.948542+00_00_HC_A11
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.187,2021-05-19T16_23_27.948542+00_00_HC_C11
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.064,2021-05-19T16_23_27.948542+00_00_HC_E11
Dimethyl_sulfoxide,14.07909893766799,5.64 milliliter,5.64,0,0.027,2021-05-19T16_23_27.948542+00_00_HC_G11
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.11399999999999999,2021-05-24T15_50_13.712202+00_00_HC_A1
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.141,2021-05-24T15_50_13.712202+00_00_HC_C1
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.015,2021-05-24T15_50_13.712202+00_00_HC_E1
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.039999999999999994,2021-05-24T15_50_13.712202+00_00_HC_G1
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.094,2021-05-24T15_50_13.712202+00_00_HC_A3
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.018000000000000002,2021-05-24T15_50_13.712202+00_00_HC_C3
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.020999999999999998,2021-05-24T15_50_13.712202+00_00_HC_E3
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.047,2021-05-24T15_50_13.712202+00_00_HC_G3
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.078,2021-05-24T15_50_13.712202+00_00_HC_A5
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.111,2021-05-24T15_50_13.712202+00_00_HC_C5
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.09099999999999998,2021-05-24T15_50_13.712202+00_00_HC_E5
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.017,2021-05-24T15_50_13.712202+00_00_HC_G5
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.05499999999999999,2021-05-24T15_50_13.712202+00_00_HC_A7
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.097,2021-05-24T15_50_13.712202+00_00_HC_C7
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.026,2021-05-24T15_50_13.712202+00_00_HC_E7
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.178,2021-05-24T15_50_13.712202+00_00_HC_G7
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.094,2021-05-24T15_50_13.712202+00_00_HC_A9
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.05499999999999999,2021-05-24T15_50_13.712202+00_00_HC_C9
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.129,2021-05-24T15_50_13.712202+00_00_HC_E9
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.013,2021-05-24T15_50_13.712202+00_00_HC_G9
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.044,2021-05-24T15_50_13.712202+00_00_HC_A11
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.015,2021-05-24T15_50_13.712202+00_00_HC_C11
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.125,2021-05-24T15_50_13.712202+00_00_HC_E11
Dimethyl_sulfoxide,14.07909893766799,5.67 milliliter,5.67,0,0.054,2021-05-24T15_50_13.712202+00_00_HC_G11
